id,nombre_canonico,tipo,es_clave,categoria,metadata,fecha_creacion,ultima_mencion
930,Nicolás Maduro,PER,0,,,2026-02-05 18:24:24,
931,##sMaduro,PER,0,,,2026-02-05 18:24:24,
932,Oli,ORG,0,,,2026-02-05 18:24:24,
933,América a,ORG,0,,,2026-02-05 18:24:24,
934,ClubAmerica,ORG,0,,,2026-02-05 18:24:24,
935,##mpia,ORG,0,,,2026-02-05 18:24:24,
936,##gu,ORG,0,,,2026-02-05 18:24:24,
937,Honduras,LOC,0,,,2026-02-05 18:24:24,
938,##cigalpa,LOC,0,,,2026-02-05 18:24:24,
939,Mano,PER,0,,,2026-02-05 18:24:24,
940,Sergio Enrique,PER,0,,,2026-02-05 18:24:25,
941,Patricia Hernández,PER,0,,,2026-02-05 18:24:25,
942,Madres Buscadoras de Durango,ORG,0,,,2026-02-05 18:24:25,
943,Fiscalía General,ORG,0,,,2026-02-05 18:24:25,
944,Fres,LOC,0,,,2026-02-05 18:24:25,
945,Instituto Municipal de Planeación y Competitividad de Torreón,ORG,0,,,2026-02-05 18:24:25,
946,##torreo,ORG,0,,,2026-02-05 18:24:25,
947,Imp,ORG,0,,,2026-02-05 18:24:25,
948,##lan,ORG,0,,,2026-02-05 18:24:25,
949,Observatorio de La Laguna,ORG,0,,,2026-02-05 18:24:25,
950,Cristian López Chávez,PER,0,,,2026-02-05 18:24:25,
951,Dirección de Atención Ciudadana,ORG,0,,,2026-02-05 18:24:25,
952,Villarreal Cuél,PER,0,,,2026-02-05 18:24:26,
953,Fernando Villarreal Cuéllar,PER,0,,,2026-02-05 18:24:26,
954,##real,LOC,0,,,2026-02-05 18:24:26,
955,Villa,LOC,0,,,2026-02-05 18:24:26,
956,Monter,LOC,0,,,2026-02-05 18:24:26,
957,Monterreal,LOC,0,,,2026-02-05 18:24:26,
958,monte,LOC,0,,,2026-02-05 18:24:26,
959,Industrias Peñoles,ORG,0,,,2026-02-05 18:24:26,
960,OIT,ORG,0,,,2026-02-05 18:24:26,
961,Claudia Sheinba,PER,0,,,2026-02-05 18:24:27,
962,Grupo Aeroportuario del Pacífico,ORG,0,,,2026-02-05 18:24:27,
963,##P,ORG,0,,,2026-02-05 18:24:27,
964,GAP,ORG,0,,,2026-02-05 18:24:27,
965,GA,ORG,0,,,2026-02-05 18:24:27,
966,Washington Post,ORG,0,,,2026-02-05 18:24:27,
967,AN,ORG,0,,,2026-02-05 18:24:27,
968,##TAD,ORG,0,,,2026-02-05 18:24:27,
969,Ultima Nvidia,ORG,0,,,2026-02-05 18:24:27,
970,OpenAI,ORG,0,,,2026-02-05 18:24:27,
971,Hom,PER,0,,,2026-02-05 18:24:28,
972,##an,PER,0,,,2026-02-05 18:24:28,
973,Homan,PER,0,,,2026-02-05 18:24:28,
974,Tom Homan,PER,0,,,2026-02-05 18:24:28,
975,Servicio de Inmigración y Aduanas,ORG,0,,,2026-02-05 18:24:28,
976,Casa Blanca,ORG,0,,,2026-02-05 18:24:28,
977,St. Paul,LOC,0,,,2026-02-05 18:24:28,
978,Minneapolis,LOC,0,,,2026-02-05 18:24:28,
979,Ciudades Gemelas,LOC,0,,,2026-02-05 18:24:28,
980,Gobierno del Estado de,ORG,0,,,2026-02-05 18:24:29,
981,La Metropolitana del Valle de México,ORG,0,,,2026-02-05 18:24:29,
982,ElPoderDe,ORG,0,,,2026-02-05 18:24:29,
983,Gobierno del Estado de México,ORG,0,,,2026-02-05 18:24:29,
984,Gobierno Federal,ORG,0,,,2026-02-05 18:24:29,
985,##LENIO,ORG,0,,,2026-02-05 18:24:29,
986,##calpan de Paz,LOC,0,,,2026-02-05 18:24:29,
987,##au,LOC,0,,,2026-02-05 18:24:29,
988,##n de de Berriozábal,LOC,0,,,2026-02-05 18:24:29,
989,##lnepantla de Baz,LOC,0,,,2026-02-05 18:24:29,
990,Pinotepa Nacional,LOC,0,,,2026-02-05 18:24:29,
991,de México,LOC,0,,,2026-02-05 18:24:29,
992,##tiza,LOC,0,,,2026-02-05 18:24:29,
993,Metropolitana del Valle de México,LOC,0,,,2026-02-05 18:24:29,
994,Oaxaca,LOC,0,,,2026-02-05 18:24:29,
995,Ellis,PER,0,,,2026-02-05 18:24:30,
996,Christian,PER,0,,,2026-02-05 18:24:30,
997,##ther Elliss,PER,0,,,2026-02-05 18:24:30,
998,Christian Elliss,PER,0,,,2026-02-05 18:24:30,
999,Elliss,PER,0,,,2026-02-05 18:24:30,
1000,England Patriot,ORG,0,,,2026-02-05 18:24:30,
1001,La Afición,ORG,0,,,2026-02-05 18:24:30,
1002,Phil,ORG,0,,,2026-02-05 18:24:30,
1003,England Patriots,ORG,0,,,2026-02-05 18:24:30,
1004,San Francisco 49ers,ORG,0,,,2026-02-05 18:24:30,
1005,Filadelfia,ORG,0,,,2026-02-05 18:24:30,
1006,##adelphia Eagles,ORG,0,,,2026-02-05 18:24:30,
1007,MI,ORG,0,,,2026-02-05 18:24:30,
1008,Pats,ORG,0,,,2026-02-05 18:24:30,
1009,Las Vegas Raiders,ORG,0,,,2026-02-05 18:24:30,
1010,Eagles,ORG,0,,,2026-02-05 18:24:30,
1011,Detroit Lions,ORG,0,,,2026-02-05 18:24:30,
1012,Denver Broncos,ORG,0,,,2026-02-05 18:24:30,
1013,Idaho,LOC,0,,,2026-02-05 18:24:30,
1014,Nueva Inglaterra,LOC,0,,,2026-02-05 18:24:30,
1015,Gobierno de la Ciudad de México,ORG,0,,,2026-02-05 18:24:30,
1016,pic,ORG,0,,,2026-02-05 18:24:30,
1017,Gobierno de la CdMx,ORG,0,,,2026-02-05 18:24:30,
1018,Guerrero,LOC,0,,,2026-02-05 18:24:30,
1019,Taylor,PER,0,,,2026-02-05 18:24:31,
1020,Bangtan Sonyeondan,PER,0,,,2026-02-05 18:24:31,
1021,AR,ORG,0,,,2026-02-05 18:24:31,
1022,##MY,ORG,0,,,2026-02-05 18:24:31,
1023,BT,ORG,0,,,2026-02-05 18:24:31,
1024,Char,PER,0,,,2026-02-05 18:24:31,
1025,Bra,PER,0,,,2026-02-05 18:24:31,
1026,##li,PER,0,,,2026-02-05 18:24:31,
1027,Billboard,ORG,0,,,2026-02-05 18:24:31,
1028,Din Djarin,PER,0,,,2026-02-05 18:24:32,
1029,Gro,PER,0,,,2026-02-05 18:24:32,
1030,Steven Spielberg,PER,0,,,2026-02-05 18:24:32,
1031,Mario,PER,0,,,2026-02-05 18:24:32,
1032,Buzz,PER,0,,,2026-02-05 18:24:32,
1033,##versal,ORG,0,,,2026-02-05 18:24:32,
1034,Disney,ORG,0,,,2026-02-05 18:24:32,
1035,##umination,ORG,0,,,2026-02-05 18:24:32,
1036,Variety,ORG,0,,,2026-02-05 18:24:32,
1037,Star,ORG,0,,,2026-02-05 18:24:32,
1038,Lucasfilm,ORG,0,,,2026-02-05 18:24:32,
1039,Nintendo,ORG,0,,,2026-02-05 18:24:32,
1040,Universal,ORG,0,,,2026-02-05 18:24:32,
1041,##ni,ORG,0,,,2026-02-05 18:24:32,
1042,##U,ORG,0,,,2026-02-05 18:24:32,
1043,##ar,ORG,0,,,2026-02-05 18:24:32,
1044,##Dis,ORG,0,,,2026-02-05 18:24:32,
1045,ElPoderDeServir,ORG,0,,,2026-02-05 18:24:32,
1046,##NIO,ORG,0,,,2026-02-05 18:24:32,
1047,Estado de México,LOC,0,,,2026-02-05 18:24:32,
1048,Cardi B,PER,0,,,2026-02-05 18:24:33,
1049,Luian,PER,0,,,2026-02-05 18:24:33,
1050,Benito,PER,0,,,2026-02-05 18:24:33,
1051,##ud,ORG,0,,,2026-02-05 18:24:33,
1052,Hear This Music,ORG,0,,,2026-02-05 18:24:33,
1053,Econo,ORG,0,,,2026-02-05 18:24:33,
1054,Universidad de Puerto Rico,ORG,0,,,2026-02-05 18:24:33,
1055,Vega Baja,LOC,0,,,2026-02-05 18:24:33,
1056,Puerto Rico,LOC,0,,,2026-02-05 18:24:33,
1057,Fiscalía General del Estado,ORG,0,,,2026-02-05 18:24:33,
1058,##GE,ORG,0,,,2026-02-05 18:24:33,
1059,SHCP,ORG,0,,,2026-02-05 18:24:34,
1060,Secretaría de Hacienda y Crédito Público,ORG,0,,,2026-02-05 18:24:34,
1061,Brugada,PER,0,,,2026-02-05 18:24:34,
1062,Clara Brugada Molina,PER,0,,,2026-02-05 18:24:34,
1063,Gobierno de la,ORG,0,,,2026-02-05 18:24:34,
1064,GN,ORG,0,,,2026-02-05 18:24:34,
1065,avenida María Morelos,LOC,0,,,2026-02-05 18:24:34,
1066,Aguascalientes,LOC,0,,,2026-02-05 18:24:34,
1067,Peñuelas,LOC,0,,,2026-02-05 18:24:34,
1068,Suprema Corte de de la Nación,ORG,0,,,2026-02-05 18:24:34,
1069,Nayarit,LOC,0,,,2026-02-05 18:24:34,
1070,##pic,LOC,0,,,2026-02-05 18:24:34,
1071,Tepic,LOC,0,,,2026-02-05 18:24:34,
1072,Alfonso Ramírez Cuéllar,PER,0,,,2026-02-05 18:24:34,
1073,Ramírez Cuéllar,PER,0,,,2026-02-05 18:24:34,
1074,PVEM,ORG,0,,,2026-02-05 18:24:34,
1075,Verde Ecologista de México,ORG,0,,,2026-02-05 18:24:34,
1076,Trabajo,ORG,0,,,2026-02-05 18:24:34,
1077,San Lázaro,LOC,0,,,2026-02-05 18:24:34,
1078,Christopher Nolan,PER,0,,,2026-02-05 18:24:34,
1079,Sindicato de Directores Estadunidenses,ORG,0,,,2026-02-05 18:24:34,
1080,DG,ORG,0,,,2026-02-05 18:24:34,
1081,##arner,ORG,0,,,2026-02-05 18:24:34,
1082,Warner Bros,ORG,0,,,2026-02-05 18:24:34,
1083,Centros de Transferencia Modal,LOC,0,,,2026-02-05 18:24:35,
1084,Central de Abasto,LOC,0,,,2026-02-05 18:24:35,
1085,Shrem Serur,PER,0,,,2026-02-05 18:24:35,
1086,Instituto de Promoción Turística,ORG,0,,,2026-02-05 18:24:35,
1087,Ernestina Godoy Ramos,PER,0,,,2026-02-05 18:24:35,
1088,FGR,ORG,0,,,2026-02-05 18:24:35,
1089,Ministerio Público,ORG,0,,,2026-02-05 18:24:35,
1090,Ministerio Público Federal,ORG,0,,,2026-02-05 18:24:35,
1091,Fiscalía General de la República,ORG,0,,,2026-02-05 18:24:35,
1092,Baja California,LOC,0,,,2026-02-05 18:24:35,
1093,Coparmex,ORG,0,,,2026-02-05 18:24:35,
1094,Confederación Patronal de la República Mexicana,ORG,0,,,2026-02-05 18:24:35,
1095,##cial,ORG,0,,,2026-02-05 18:24:35,
1096,calle Uxmal,LOC,0,,,2026-02-05 18:24:35,
1097,Residen,LOC,0,,,2026-02-05 18:24:35,
1098,Emperadores,LOC,0,,,2026-02-05 18:24:35,
1099,Residencial Emperadores,LOC,0,,,2026-02-05 18:24:35,
1100,Ignacio Mier,PER,0,,,2026-02-05 18:24:35,
1101,López,PER,0,,,2026-02-05 18:24:35,
1102,Mier,PER,0,,,2026-02-05 18:24:35,
1103,Coordinación Política,ORG,0,,,2026-02-05 18:24:35,
1104,Su,ORG,0,,,2026-02-05 18:24:36,
1105,##tcolmex,ORG,0,,,2026-02-05 18:24:36,
1106,Sindicato de Trabajadores de El Colegio de México,ORG,0,,,2026-02-05 18:24:36,
1107,Universidad de Murcia,ORG,0,,,2026-02-05 18:24:36,
1108,Sistema de Transporte Colectivo,ORG,0,,,2026-02-05 18:24:36,
1109,STC,ORG,0,,,2026-02-05 18:24:36,
1110,Metro,ORG,0,,,2026-02-05 18:24:36,
1111,Ejecutivo,ORG,0,,,2026-02-05 18:24:36,
1112,##xqueña,LOC,0,,,2026-02-05 18:24:36,
1113,Cuatro Caminos,LOC,0,,,2026-02-05 18:24:36,
1114,##bes México,ORG,0,,,2026-02-05 18:24:37,
1115,##ashington,ORG,0,,,2026-02-05 18:24:37,
1116,Instituto Meteorológico Danés,ORG,0,,,2026-02-05 18:24:37,
1117,##en,LOC,0,,,2026-02-05 18:24:37,
1118,##landia,LOC,0,,,2026-02-05 18:24:37,
1119,##hr,PER,0,,,2026-02-05 18:24:37,
1120,Aduan,ORG,0,,,2026-02-05 18:24:38,
1121,AMD,ORG,0,,,2026-02-05 18:24:38,
1122,BMV Especial,ORG,0,,,2026-02-05 18:24:38,
1123,##d,ORG,0,,,2026-02-05 18:24:38,
1124,##bo,ORG,0,,,2026-02-05 18:24:38,
1125,##oblox,ORG,0,,,2026-02-05 18:24:38,
1126,##B,ORG,0,,,2026-02-05 18:24:38,
1127,NVIDIA,ORG,0,,,2026-02-05 18:24:38,
1128,Luis Rosendo Gutiérrez,PER,0,,,2026-02-05 18:24:38,
1129,Ministro de Industrias,PER,0,,,2026-02-05 18:24:38,
1130,Ministro,PER,0,,,2026-02-05 18:24:38,
1131,Alex Saab,PER,0,,,2026-02-05 18:24:38,
1132,Marcelo Ebrard,PER,0,,,2026-02-05 18:24:38,
1133,Mariano López Ortiz,LOC,0,,,2026-02-05 18:24:39,
1134,Cuauhtémoc,LOC,0,,,2026-02-05 18:24:39,
1135,Av.,LOC,0,,,2026-02-05 18:24:39,
1136,Ebrard,ORG,0,,,2026-02-05 18:24:39,
1137,Cornejo Martínez,PER,0,,,2026-02-05 18:24:39,
1138,Santa Mónica,ORG,0,,,2026-02-05 18:24:39,
1139,Gabriel,PER,0,,,2026-02-05 18:24:40,
1140,##y Carolina Torrecillas Salazar,PER,0,,,2026-02-05 18:24:40,
1141,Sus,PER,0,,,2026-02-05 18:24:40,
1142,##rdo,LOC,0,,,2026-02-05 18:24:40,
1143,Paseo Lerdo,LOC,0,,,2026-02-05 18:24:40,
1144,Román Alberto Cepeda,PER,0,,,2026-02-05 18:24:40,
1145,Nueva Rosita,LOC,0,,,2026-02-05 18:24:40,
1146,Grupo México,ORG,0,,,2026-02-05 18:24:40,
1147,Casa,PER,0,,,2026-02-05 18:24:41,
1148,Icaro,PER,0,,,2026-02-05 18:24:41,
1149,CITEL,ORG,0,,,2026-02-05 18:24:41,
1150,Sierra Madre,LOC,0,,,2026-02-05 18:24:41,
1151,Reino,LOC,0,,,2026-02-05 18:24:41,
1152,Mac,PER,0,,,2026-02-05 18:24:41,
1153,##via Greig,PER,0,,,2026-02-05 18:24:41,
1154,Alberto Ríos de la Rosa,PER,0,,,2026-02-05 18:24:41,
1155,Echeverría,PER,0,,,2026-02-05 18:24:41,
1156,Octa,PER,0,,,2026-02-05 18:24:41,
1157,Yasmine Helou,PER,0,,,2026-02-05 18:24:41,
1158,El Economista,ORG,0,,,2026-02-05 18:24:41,
1159,Ministro de Industrias de Venezuela,PER,0,,,2026-02-05 18:24:41,
1160,Mara Lezama,PER,0,,,2026-02-05 18:24:42,
1161,Eduardo,PER,0,,,2026-02-05 18:24:42,
1162,Cancún,ORG,0,,,2026-02-05 18:24:42,
1163,Registro Civil,ORG,0,,,2026-02-05 18:24:42,
1164,Radio Cultural del Ayuntamiento,ORG,0,,,2026-02-05 18:24:42,
1165,Dirección General del Registro Civil,ORG,0,,,2026-02-05 18:24:42,
1166,Dirección,ORG,0,,,2026-02-05 18:24:42,
1167,Felipe Carrillo Puerto,LOC,0,,,2026-02-05 18:24:42,
1168,Chetumal,LOC,0,,,2026-02-05 18:24:42,
1169,Colonia Centro,LOC,0,,,2026-02-05 18:24:42,
1170,C. P,LOC,0,,,2026-02-05 18:24:42,
1171,Presidente,LOC,0,,,2026-02-05 18:24:42,
1172,Plutarco Elías Calles,LOC,0,,,2026-02-05 18:24:42,
1173,Av. Ignacio 151,LOC,0,,,2026-02-05 18:24:42,
1174,Calle Margaritas Núm. 23,LOC,0,,,2026-02-05 18:24:42,
1175,Dom,LOC,0,,,2026-02-05 18:24:42,
1176,Cultura,ORG,0,,,2026-02-05 18:24:43,
1177,Secretaría de Educación Pública,ORG,0,,,2026-02-05 18:24:43,
1178,Bad,PER,0,,,2026-02-05 18:24:43,
1179,Bad Bun,PER,0,,,2026-02-05 18:24:43,
1180,Bunny,PER,0,,,2026-02-05 18:24:43,
1181,Servicio de Inmigración y Control de Aduanas,ORG,0,,,2026-02-05 18:24:43,
1182,Apple Music,ORG,0,,,2026-02-05 18:24:43,
1183,##ny,ORG,0,,,2026-02-05 18:24:43,
1184,Hugo Aguilar,PER,0,,,2026-02-05 18:24:43,
1185,Norma Piña Hernández,PER,0,,,2026-02-05 18:24:43,
1186,Venustiano Carranza,PER,0,,,2026-02-05 18:24:43,
1187,Santiago de Querétaro,LOC,0,,,2026-02-05 18:24:43,
1188,Teatro de la República,LOC,0,,,2026-02-05 18:24:43,
1189,##r N,PER,0,,,2026-02-05 18:24:44,
1190,Iván Archivaldo,PER,0,,,2026-02-05 18:24:44,
1191,El Chapo,PER,0,,,2026-02-05 18:24:44,
1192,##el El Mayo,PER,0,,,2026-02-05 18:24:44,
1193,Emi,PER,0,,,2026-02-05 18:24:44,
1194,Narcoguerra,PER,0,,,2026-02-05 18:24:44,
1195,Alfredo Guzmán Salazar,PER,0,,,2026-02-05 18:24:44,
1196,Guzmán Salazar,PER,0,,,2026-02-05 18:24:44,
1197,Los Ninis,PER,0,,,2026-02-05 18:24:44,
1198,##mael Sicairos,PER,0,,,2026-02-05 18:24:44,
1199,El Mayito Flaco,PER,0,,,2026-02-05 18:24:44,
1200,Protección Ciudadana,ORG,0,,,2026-02-05 18:24:44,
1201,Cártel Nueva Generación,ORG,0,,,2026-02-05 18:24:44,
1202,Chapitos,ORG,0,,,2026-02-05 18:24:44,
1203,Radio 13,ORG,0,,,2026-02-05 18:24:44,
1204,Los Chapitos,ORG,0,,,2026-02-05 18:24:44,
1205,Gabinete de Seguridad,ORG,0,,,2026-02-05 18:24:44,
1206,Secretaría de Seguridad y,ORG,0,,,2026-02-05 18:24:44,
1207,##l Compa,ORG,0,,,2026-02-05 18:24:44,
1208,Cártel de Sinaloa,ORG,0,,,2026-02-05 18:24:44,
1209,Rosa Farrés,PER,0,,,2026-02-05 18:24:45,
1210,Rosa,PER,0,,,2026-02-05 18:24:45,
1211,##LE,PER,0,,,2026-02-05 18:24:45,
1212,Farrés,PER,0,,,2026-02-05 18:24:45,
1213,Comisión Nacional Antimonopolio,ORG,0,,,2026-02-05 18:24:45,
1214,##fece,ORG,0,,,2026-02-05 18:24:45,
1215,##fec,ORG,0,,,2026-02-05 18:24:45,
1216,Comisión Federal de Competencia Económica,ORG,0,,,2026-02-05 18:24:45,
1217,Comisión,ORG,0,,,2026-02-05 18:24:45,
1218,##SS,ORG,0,,,2026-02-05 18:24:46,
1219,##egi,ORG,0,,,2026-02-05 18:24:46,
1220,BBVA,ORG,0,,,2026-02-05 18:24:46,
1221,FIFA,ORG,0,,,2026-02-05 18:24:46,
1222,FIFA Media,ORG,0,,,2026-02-05 18:24:46,
1223,Francia,LOC,0,,,2026-02-05 18:24:46,
1224,Inglaterra,LOC,0,,,2026-02-05 18:24:46,
1225,Moscú,ORG,0,,,2026-02-05 18:24:47,
1226,Emiratos Unidos,LOC,0,,,2026-02-05 18:24:47,
1227,Abu Dabi,LOC,0,,,2026-02-05 18:24:47,
1228,Enrique Galván Ochoa,PER,0,,,2026-02-05 18:24:47,
1229,López Obrador,PER,0,,,2026-02-05 18:24:47,
1230,ONU,ORG,0,,,2026-02-05 18:24:47,
1231,ONU Mujeres,ORG,0,,,2026-02-05 18:24:47,
1232,Organización Internacional del Trabajo,ORG,0,,,2026-02-05 18:24:47,
1233,##BS,ORG,0,,,2026-02-05 18:24:47,
1234,Norteamérica,LOC,0,,,2026-02-05 18:24:47,
1235,Leonardo Almaguer Castañeda,PER,0,,,2026-02-05 18:24:47,
1236,Partido del Trabajo,ORG,0,,,2026-02-05 18:24:47,
1237,Fi,ORG,0,,,2026-02-05 18:24:48,
1238,Banco Nacional de Comercio Exterior,ORG,0,,,2026-02-05 18:24:48,
1239,##fin,ORG,0,,,2026-02-05 18:24:48,
1240,##RA,ORG,0,,,2026-02-05 18:24:48,
1241,##obras,ORG,0,,,2026-02-05 18:24:48,
1242,Avicultura,ORG,0,,,2026-02-05 18:24:48,
1243,##deicomisos Instituidos en Relación con la Agricultura,ORG,0,,,2026-02-05 18:24:48,
1244,"Fondo de Garantía y Fomento para la Agricultura, Ganadería",ORG,0,,,2026-02-05 18:24:48,
1245,Nacional Financiera,ORG,0,,,2026-02-05 18:24:48,
1246,Bancomext,ORG,0,,,2026-02-05 18:24:48,
1247,Banco Nacional de Obras y Servicios Públicos,ORG,0,,,2026-02-05 18:24:48,
1248,Marcelo Ebrard Casaubón,PER,0,,,2026-02-05 18:24:48,
1249,Alberto Albarrán Leyva,PER,0,,,2026-02-05 18:24:48,
1250,Asociación de Hoteles de la Ciudad de México,ORG,0,,,2026-02-05 18:24:48,
1251,Sindicato Nacional de Trabajadores del Sistema de Transporte Colectivo Metro,ORG,0,,,2026-02-05 18:24:48,
1252,avenida Balderas,LOC,0,,,2026-02-05 18:24:48,
1253,Spencer,PER,0,,,2026-02-05 18:24:48,
1254,Bola,PER,0,,,2026-02-05 18:24:48,
1255,Marath Baruch Bolaños,PER,0,,,2026-02-05 18:24:48,
1256,Secretaría del Trabajo y Previsión Social,ORG,0,,,2026-02-05 18:24:48,
1257,##cri,ORG,0,,,2026-02-05 18:24:49,
1258,La Unión Tepito,ORG,0,,,2026-02-05 18:24:49,
1259,Anti Unión Tepito,ORG,0,,,2026-02-05 18:24:49,
1260,Mal,ORG,0,,,2026-02-05 18:24:49,
1261,##ados,ORG,0,,,2026-02-05 18:24:49,
1262,David Monreal,PER,0,,,2026-02-05 18:24:49,
1263,##TSA,ORG,0,,,2026-02-05 18:24:49,
1264,SN,ORG,0,,,2026-02-05 18:24:49,
1265,Sindicato Nacional de los Trabajadores de la Salud,ORG,0,,,2026-02-05 18:24:49,
1266,Ciudad Gobierno,LOC,0,,,2026-02-05 18:24:49,
1267,Expansión Daily,ORG,0,,,2026-02-05 18:24:49,
1268,Ty Ro,PER,0,,,2026-02-05 18:24:49,
1269,Volvo Cars,ORG,0,,,2026-02-05 18:24:49,
1270,Volv,ORG,0,,,2026-02-05 18:24:49,
1271,Estocolmo,LOC,0,,,2026-02-05 18:24:49,
1272,Secretario de Economía,PER,0,,,2026-02-05 18:24:50,
1273,Banco de México,ORG,0,,,2026-02-05 18:24:50,
1274,Nu,ORG,0,,,2026-02-05 18:24:50,
1275,UNAM,ORG,0,,,2026-02-05 18:24:50,
1276,Agustín Palavecino,PER,0,,,2026-02-05 18:24:50,
1277,Pedro,PER,0,,,2026-02-05 18:24:50,
1278,Ebere,PER,0,,,2026-02-05 18:24:50,
1279,Larcamón,PER,0,,,2026-02-05 18:24:50,
1280,Christian Ebere,PER,0,,,2026-02-05 18:24:50,
1281,##lo Cándido,PER,0,,,2026-02-05 18:24:50,
1282,Cami,PER,0,,,2026-02-05 18:24:50,
1283,Plaza Colonia,ORG,0,,,2026-02-05 18:24:50,
1284,Nacional,ORG,0,,,2026-02-05 18:24:50,
1285,La Máquina,ORG,0,,,2026-02-05 18:24:50,
1286,##FM,ORG,0,,,2026-02-05 18:24:50,
1287,Embajada,LOC,0,,,2026-02-05 18:24:50,
1288,Uruguay,LOC,0,,,2026-02-05 18:24:50,
1289,Miguel Díaz - Canel,PER,0,,,2026-02-05 18:24:51,
1290,Presidente DiazCanelB,PER,0,,,2026-02-05 18:24:51,
1291,##N,ORG,0,,,2026-02-05 18:24:51,
1292,Presidencia,ORG,0,,,2026-02-05 18:24:51,
1293,##uba,ORG,0,,,2026-02-05 18:24:51,
1294,La Habana,ORG,0,,,2026-02-05 18:24:51,
1295,PresidenciaC,ORG,0,,,2026-02-05 18:24:51,
1296,Alfonso Durazo,PER,0,,,2026-02-05 18:24:51,
1297,Miguel Lamadrid,PER,0,,,2026-02-05 18:24:51,
1298,Simón Charter,PER,0,,,2026-02-05 18:24:51,
1299,Durazo Montaño,PER,0,,,2026-02-05 18:24:51,
1300,Puerto de Guaymas,ORG,0,,,2026-02-05 18:24:51,
1301,IYC,ORG,0,,,2026-02-05 18:24:51,
1302,South32,ORG,0,,,2026-02-05 18:24:51,
1303,Son,LOC,0,,,2026-02-05 18:24:51,
1304,Puerto de Guayma,LOC,0,,,2026-02-05 18:24:51,
1305,##ora,LOC,0,,,2026-02-05 18:24:51,
1306,Australia,LOC,0,,,2026-02-05 18:24:51,
1307,Arizona,LOC,0,,,2026-02-05 18:24:51,
1308,América del Norte,LOC,0,,,2026-02-05 18:24:51,
1309,Sonora,LOC,0,,,2026-02-05 18:24:51,
1310,Harry Styles,PER,0,,,2026-02-05 18:24:52,
1311,##ry Styles,PER,0,,,2026-02-05 18:24:52,
1312,Style,PER,0,,,2026-02-05 18:24:52,
1313,Peo,ORG,0,,,2026-02-05 18:24:52,
1314,##ple,ORG,0,,,2026-02-05 18:24:52,
1315,VI,PER,0,,,2026-02-05 18:24:52,
1316,Rivera Navarro,PER,0,,,2026-02-05 18:24:52,
1317,Diego Rivera Navarro,PER,0,,,2026-02-05 18:24:52,
1318,Diego Rivera,PER,0,,,2026-02-05 18:24:52,
1319,Salvador González de los Santos,PER,0,,,2026-02-05 18:24:52,
1320,##vo,PER,0,,,2026-02-05 18:24:52,
1321,Cuer,PER,0,,,2026-02-05 18:24:52,
1322,Pablo Lemus,PER,0,,,2026-02-05 18:24:52,
1323,Revolucionario Institucional,ORG,0,,,2026-02-05 18:24:52,
1324,Protección Civil Estatal,ORG,0,,,2026-02-05 18:24:52,
1325,##DEORivera,ORG,0,,,2026-02-05 18:24:52,
1326,Tequilera Cuervo,ORG,0,,,2026-02-05 18:24:52,
1327,Cuervo,ORG,0,,,2026-02-05 18:24:52,
1328,Secretaría de Seguridad Estatal,ORG,0,,,2026-02-05 18:24:52,
1329,##quila,LOC,0,,,2026-02-05 18:24:52,
1330,Nayib,PER,0,,,2026-02-05 18:24:53,
1331,Partido Republicano,ORG,0,,,2026-02-05 18:24:53,
1332,Sudamérica,LOC,0,,,2026-02-05 18:24:53,
1333,##bes,ORG,0,,,2026-02-05 18:24:53,
1334,##mpión,PER,0,,,2026-02-05 18:24:54,
1335,Secretaría de Salud Pública de la Ciudad de México,ORG,0,,,2026-02-05 18:24:54,
1336,##aludCdMx,ORG,0,,,2026-02-05 18:24:54,
1337,SS,ORG,0,,,2026-02-05 18:24:54,
1338,##usta,LOC,0,,,2026-02-05 18:24:54,
1339,##anta Olímpica,LOC,0,,,2026-02-05 18:24:54,
1340,Sara,LOC,0,,,2026-02-05 18:24:54,
1341,18,LOC,0,,,2026-02-05 18:24:54,
1342,Caminero,LOC,0,,,2026-02-05 18:24:54,
1343,##vo A. Madero,LOC,0,,,2026-02-05 18:24:54,
1344,Marzo,LOC,0,,,2026-02-05 18:24:54,
1345,Indi,LOC,0,,,2026-02-05 18:24:54,
1346,de Salud,LOC,0,,,2026-02-05 18:24:54,
1347,##os Verdes,LOC,0,,,2026-02-05 18:24:54,
1348,##lpan,LOC,0,,,2026-02-05 18:24:54,
1349,Enrique Hernández,PER,0,,,2026-02-05 18:24:54,
1350,Cámara Nacional de la Industria Textil,ORG,0,,,2026-02-05 18:24:54,
1351,Diego Rodríguez Canales,PER,0,,,2026-02-06 16:03:55,
1352,##GRAS,ORG,0,,,2026-02-06 16:03:55,
1353,Grupo Lala,ORG,0,,,2026-02-06 16:03:55,
1354,Antonio Alba Galván,PER,0,,,2026-02-06 16:03:55,
1355,##RAS NEGRAS,ORG,0,,,2026-02-06 16:03:55,
1356,Ayuntamiento de Piedras Negras,ORG,0,,,2026-02-06 16:03:55,
1357,##iichi,LOC,0,,,2026-02-06 16:03:56,
1358,Andy,PER,0,,,2026-02-06 16:03:56,
1359,partido,ORG,0,,,2026-02-06 16:03:57,
1360,Cámara,ORG,0,,,2026-02-06 16:03:57,
1361,##ana Salinas Valdés,PER,0,,,2026-02-06 16:03:57,
